mountain,zone,coords,directions,description,no,routeName,difficulty
부산 금곡동,sunshine traverse,"35.261308,129.023127",,,3,태양의 그림자,?
부산 금곡동,좁은방,"35.261308,129.023127",,,1,좁은방,6a
부산 금곡동,happy Sunday,"35.261308,129.023127",,,1,happy Sunday,4
부산 금곡동,stein man,"35.261308,129.023127",,,1,stein man,5
부산 금곡동,겨울나비,"35.261308,129.023127",,,1,겨울나비,6a+
부산 금곡동,겨울나비,"35.261308,129.023127",,,2,hesper,7b
부산 금곡동,floating zone,"35.261308,129.023127",,,1,옻칠,4
부산 금곡동,floating zone,"35.261308,129.023127",,,2,floating zone,5
부산 금곡동,floating zone,"35.261308,129.023127",,,3,blade runner,6a
부산 금곡동,floating zone,"35.261308,129.023127",,,4,밑천,6b+
부산 금곡동,floating zone,"35.261308,129.023127",,,5,tabula lasa,6c+
부산 금곡동,gps407,"35.261308,129.023127",,,1,gps407,3
부산 금곡동,생강,"35.261308,129.023127",,,1,생강,4
부산 금곡동,gps297,"35.261308,129.023127",,,1,gps297,?
부산 금곡동,갈무리,"35.261308,129.023127",,,1,갈무리,"right, 6a"
부산 금곡동,갈무리,"35.261308,129.023127",,,2,갈무리,6a+
부산 금곡동,화목타운,"35.261308,129.023127",,,1,화목타운,6a+
부산 금곡동,big step,"35.261308,129.023127",,,1,big step,7b+
부산 금곡동,big step,"35.261308,129.023127",,,2,심연,?
부산 금곡동,big step,"35.261308,129.023127",,,3,beyond big step,?
부산 금곡동,스펀지 밥,"35.261308,129.023127",,,1,스펀지 밥,4
부산 금곡동,magic flower,"35.261308,129.023127",,,1,magic flower,6a
부산 금곡동,magic flower,"35.261308,129.023127",,,2,magic flower,"low, 6c+"
부산 금곡동,beluga,"35.261308,129.023127",,,1,beluga,7a+
부산 금곡동,gps213,"35.261308,129.023127",,,1,gps213,?
부산 금곡동,the y,"35.261308,129.023127",,,1,빈둥빈중,3
부산 금곡동,the y,"35.261308,129.023127",,,2,둥실 둥실,3
부산 금곡동,the y,"35.261308,129.023127",,,3,the y,6a
부산 금곡동,the y,"35.261308,129.023127",,,4,twin horn,6b+
부산 금곡동,송골매,"35.261308,129.023127",,,1,송골매,?
부산 금곡동,주객전도,"35.261308,129.023127",,,1,주객전도,6a+
부산 금곡동,사각이네,"35.261308,129.023127",,,1,사각이네,6b+
부산 금곡동,겨울연가,"35.261308,129.023127",,,1,겨울연가,6a
부산 금곡동,gps682,"35.261308,129.023127",,,1,gps682,?
부산 금곡동,chicken power,"35.261308,129.023127",,,1,기억의 저편에,4
부산 금곡동,chicken power,"35.261308,129.023127",,,2,기억의 저편에,"left, 4"
부산 금곡동,chicken power,"35.261308,129.023127",,,3,chicken power,6b+
부산 금곡동,태평가,"35.261308,129.023127",,,1,아가미,5
부산 금곡동,태평가,"35.261308,129.023127",,,2,태평가,6c+
부산 금곡동,magic bullet,"35.261308,129.023127",,,1,차카니200,6a
부산 금곡동,magic bullet,"35.261308,129.023127",,,2,차카니300,6a+
부산 금곡동,magic bullet,"35.261308,129.023127",,,3,bagic bullet,7b+
부산 금곡동,magic bullet,"35.261308,129.023127",,,4,magic bullet,"direct, 7c"
부산 금곡동,gps981,"35.261308,129.023127",,,1,gps981,?
부산 금곡동,gps539,"35.261308,129.023127",,,1,gps539,?
부산 금곡동,golden ufo,"35.261308,129.023127",,,1,golden ufo,6a+
부산 금곡동,golden ufo,"35.261308,129.023127",,,2,golden ufo,"sit, 6b+"
부산 금곡동,불나방,"35.261308,129.023127",,,1,불나방,5
부산 금곡동,불나방,"35.261308,129.023127",,,2,walther ppk,6b+
부산 금곡동,6 sub zero,"35.261308,129.023127",,,1,오동나무,"traverse, 4"
부산 금곡동,6 sub zero,"35.261308,129.023127",,,2,6 sub zero,6b+
부산 금곡동,고래사냥,"35.261308,129.023127",,,1,고래사냥,6a
부산 금곡동,고래사냥,"35.261308,129.023127",,,2,고래사냥,"sit, 6a+"
부산 금곡동,형제 볼더,"35.261308,129.023127",,,1,big brother,?
부산 금곡동,형제 볼더,"35.261308,129.023127",,,2,막둥이,?
부산 금곡동,바위주름,"35.261308,129.023127",,,1,바위 주름,4
부산 금곡동,gps679,"35.261308,129.023127",,,1,gps679,?
부산 금곡동,산불조심,"35.261308,129.023127",,,1,산불조심,4
부산 금곡동,산불조심,"35.261308,129.023127",,,2,fire on the slab,6a
부산 금곡동,gps530,"35.261308,129.023127",,,1,gps530,?
부산 금곡동,큰도끼,"35.261308,129.023127",,,1,큰도끼,6a+
부산 금곡동,black dirt,"35.261308,129.023127",,,1,black dirt,?
부산 금곡동,요람,"35.261308,129.023127",,,1,요람,"right, ?"
부산 금곡동,milky hyno,"35.261308,129.023127",,,1,milky dyno,7a+
부산 금곡동,석양의 무법자,"35.261308,129.023127",,,1,석양의 무법자,5
부산 금곡동,falcon,"35.261308,129.023127",,,1,falcon,"sts, 5"
부산 금곡동,falcon,"35.261308,129.023127",,,2,fork,6a
부산 금곡동,falcon,"35.261308,129.023127",,,3,fork,"low, 6a+"
부산 금곡동,falcon,"35.261308,129.023127",,,4,falnon,"right, 6c+"
부산 금곡동,gps529,"35.261308,129.023127",,,1,gps801,?
부산 금곡동,삶은계란,"35.261308,129.023127",,,1,삶은계란,4
부산 금곡동,삼손,"35.261308,129.023127",,,1,삼손,6a+
부산 금곡동,삼손,"35.261308,129.023127",,,2,estra virgin,6c+
부산 금곡동,잠룡승천,"35.261308,129.023127",,,1,잠룡승천,?
부산 금곡동,gps871,"35.261308,129.023127",,,1,gps871,?
부산 금곡동,gps7176,"35.261308,129.023127",,,1,헨 35.2617176,"129.0234429, ?"
부산 금곡동,sparrow hawk,"35.261308,129.023127",,,1,sparrow hawk,"traverse, 6b+"
부산 금곡동,gps133,"35.261308,129.023127",,,1,gps133,?
부산 금곡동,golden village,"35.261308,129.023127",,,1,goldin village,6a
부산 금곡동,golden village,"35.261308,129.023127",,,2,iron village,6a
부산 서문 볼더링,black swan,"35.248686,129.037879",,,1,black swan,?
부산 서문 볼더링,black swan,"35.248686,129.037879",,,2,백조의 호수,?
부산 서문 볼더링,automn mosquito,"35.248686,129.037879",,,1,파리채,6a+
부산 서문 볼더링,automn mosquito,"35.248686,129.037879",,,2,모기향,6b+
부산 서문 볼더링,automn mosquito,"35.248686,129.037879",,,3,automn mosquito,7b
부산 서문 볼더링,sewol,"35.248686,129.037879",,,1,sewol,4
부산 서문 볼더링,sewol,"35.248686,129.037879",,,2,seven hours truth,6a+
부산 서문 볼더링,pancake slope,"35.248686,129.037879",,,1,tiramisu,4
부산 서문 볼더링,pancake slope,"35.248686,129.037879",,,2,pan cake slope,4
부산 서문 볼더링,pancake slope,"35.248686,129.037879",,,3,pan cake slope,"right, ?"
부산 서문 볼더링,counter niolence,"35.248686,129.037879",,,1,counter niolence,6c+
부산 서문 볼더링,counter niolence,"35.248686,129.037879",,,2,하야,6c+
부산 서문 볼더링,"grandpa tenkley, 6a","35.248686,129.037879",,,1,grandpa tenkley,6a
부산 서문 볼더링,wild wild west,"35.248686,129.037879",,,1,wild wild west,7b
부산 서문 볼더링,lost boys,"35.248686,129.037879",,,1,lost boys,7a+
부산 서문 볼더링,나무사이로,"35.248686,129.037879",,,1,나무사이로,?
부산 서문 볼더링,미음완보,"35.248686,129.037879",,,1,미음완보,6a
부산 서문 볼더링,janus face,"35.248686,129.037879",,,1,janus face,4
부산 서문 볼더링,janus face,"35.248686,129.037879",,,2,presidential persona,6b+
부산 서문 볼더링,hole in ten,"35.248686,129.037879",,,1,hole in ten,5
부산 서문 볼더링,hole in ten,"35.248686,129.037879",,,2,boulder problem #2,?
부산 서문 볼더링,hole in ten,"35.248686,129.037879",,,3,aztec,?
부산 서문 볼더링,hole in ten,"35.248686,129.037879",,,4,aztec,"right, ?"
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,1,warm up slab2,4
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,2,warm up slab1,4
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,3,love or lub,5
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,4,zeiganik effect,6a
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,5,꽃놀이패,6a
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,6,화양연화,6a+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,7,monotomous chore,6a+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,8,달래,6a+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,9,kim balance,6b+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,10,화양연화,"sit, 6c+"
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,11,font dyno,6c+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,12,noodle dyno,6c+
부산 서문 볼더링,화양연화,"35.248686,129.037879",,,13,zeiganik effect,"dyno, 7b"
부산 정수장,brght or light,"35.239669,129.027236",,,1,bright or light,"sit, 6a+"
부산 나비 바위,warm up,"35.252751,129.067223",,,1,unknown,3+
부산 나비 바위,warm up,"35.252751,129.067223",,,2,unknown,4+
부산 나비 바위,warm up,"35.252751,129.067223",,,3,unknown crack,5
부산 나비 바위,warm up,"35.252751,129.067223",,,4,whiplash,5
부산 나비 바위,warm up,"35.252751,129.067223",,,5,big face,"sit, 6a"
부산 나비 바위,warm up,"35.252751,129.067223",,,6,watch your ass,6a+
부산 나비 바위,warm up,"35.252751,129.067223",,,7,big daddy,sit 6a+
부산 나비 바위,warm up,"35.252751,129.067223",,,8,mushroom hunting,6b+
부산 나비 바위,warm up,"35.252751,129.067223",,,9,spaceship,7a+
부산 나비 바위,warm up,"35.252751,129.067223",,,10,jamming machine,7a+
부산 나비 바위,warm up,"35.252751,129.067223",,,11,project,?
부산 나비 바위,road side1,"35.252751,129.067223",,,1,unknown,5
부산 나비 바위,road side1,"35.252751,129.067223",,,2,apothéose,6b
부산 나비 바위,main1,"35.252751,129.067223",,,1,beginner slab3,3
부산 나비 바위,main1,"35.252751,129.067223",,,2,nest left,3
부산 나비 바위,main1,"35.252751,129.067223",,,3,nabi4,3
부산 나비 바위,main1,"35.252751,129.067223",,,4,arch,3
부산 나비 바위,main1,"35.252751,129.067223",,,5,unknown,3
부산 나비 바위,main1,"35.252751,129.067223",,,6,table traverse,3+
부산 나비 바위,main1,"35.252751,129.067223",,,7,butterfly leg,3+
부산 나비 바위,main1,"35.252751,129.067223",,,8,sucking sap,3+
부산 나비 바위,main1,"35.252751,129.067223",,,9,beginner slab2,4
부산 나비 바위,main1,"35.252751,129.067223",,,10,training face2,4
부산 나비 바위,main1,"35.252751,129.067223",,,11,unknown left arete(oppposite of old man),4
부산 나비 바위,main1,"35.252751,129.067223",,,12,traing face3,4
부산 나비 바위,main1,"35.252751,129.067223",,,13,scar face,"left,sts, 4"
부산 나비 바위,main1,"35.252751,129.067223",,,14,tall poppy,4
부산 나비 바위,main1,"35.252751,129.067223",,,15,spin wheel,4
부산 나비 바위,main1,"35.252751,129.067223",,,16,windmill,"sds, 4"
부산 나비 바위,main1,"35.252751,129.067223",,,17,pine slab,4
부산 나비 바위,main1,"35.252751,129.067223",,,18,nabi1,4
부산 나비 바위,main1,"35.252751,129.067223",,,19,nabi3,"crack, 4"
부산 나비 바위,main1,"35.252751,129.067223",,,20,nabi2,4
부산 나비 바위,main1,"35.252751,129.067223",,,21,nabi5,4
부산 나비 바위,main1,"35.252751,129.067223",,,22,omphalos1,4
부산 나비 바위,main1,"35.252751,129.067223",,,23,shadow man,4+
부산 나비 바위,main1,"35.252751,129.067223",,,24,꼬맹이 크랙,4+
부산 나비 바위,main1,"35.252751,129.067223",,,25,training face,5
부산 나비 바위,main1,"35.252751,129.067223",,,26,beginner slab1,5
부산 나비 바위,main1,"35.252751,129.067223",,,27,shark,5
부산 나비 바위,main1,"35.252751,129.067223",,,28,the ode to joy left,"sit, 5"
부산 나비 바위,main1,"35.252751,129.067223",,,29,unbroken left,5
부산 나비 바위,main1,"35.252751,129.067223",,,30,pin2 tree touch the ronk,5
부산 나비 바위,main1,"35.252751,129.067223",,,31,pine arete,5
부산 나비 바위,main1,"35.252751,129.067223",,,32,unknown(sandpaper foot job),5
부산 나비 바위,main1,"35.252751,129.067223",,,33,nabi6,5
부산 나비 바위,main1,"35.252751,129.067223",,,34,training crack,6a
부산 나비 바위,main1,"35.252751,129.067223",,,35,pine tree touch the ronk,6a
부산 나비 바위,main1,"35.252751,129.067223",,,36,unknown center face(oppposite of old man),6a
부산 나비 바위,main1,"35.252751,129.067223",,,37,tall poppy syndrome,6a
부산 나비 바위,main1,"35.252751,129.067223",,,38,unbroken right,6a
부산 나비 바위,main1,"35.252751,129.067223",,,39,prawn,6a
부산 나비 바위,main1,"35.252751,129.067223",,,40,doxology,6a
부산 나비 바위,main1,"35.252751,129.067223",,,41,overgrown tomb,6a
부산 나비 바위,main1,"35.252751,129.067223",,,42,tweaker,6a
부산 나비 바위,main1,"35.252751,129.067223",,,43,one eyed willie,"left, 6a"
부산 나비 바위,main1,"35.252751,129.067223",,,44,elephant,"right, 6a"
부산 나비 바위,main1,"35.252751,129.067223",,,45,dwarf boy(꼬맹이),6a
부산 나비 바위,main1,"35.252751,129.067223",,,46,merry go round,6a
부산 나비 바위,main1,"35.252751,129.067223",,,47,nabi1,"jump, 6a"
부산 나비 바위,main1,"35.252751,129.067223",,,48,nest right,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,49,unknown right arete(oppposite of old man),6a+
부산 나비 바위,main1,"35.252751,129.067223",,,50,nabi crack,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,51,scar face,"right,sit, 6a+"
부산 나비 바위,main1,"35.252751,129.067223",,,52,heebie-jeebies,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,53,the ode to joy right,"sit, 6a+"
부산 나비 바위,main1,"35.252751,129.067223",,,54,windmill,"traverse, 6a+"
부산 나비 바위,main1,"35.252751,129.067223",,,55,enter sandman,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,56,elepant left,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,57,bird man,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,58,dwarf boy,"direct, 6a+"
부산 나비 바위,main1,"35.252751,129.067223",,,59,opmphalos3,"sit, 6a+"
부산 나비 바위,main1,"35.252751,129.067223",,,60,diamond,6a+
부산 나비 바위,main1,"35.252751,129.067223",,,61,shadow traverse,6b
부산 나비 바위,main1,"35.252751,129.067223",,,62,surf rurf,6b+
부산 나비 바위,main1,"35.252751,129.067223",,,63,melancholic touch,"right, 6b+"
부산 나비 바위,main1,"35.252751,129.067223",,,64,one eyed willie,"right, 6b+"
부산 나비 바위,main1,"35.252751,129.067223",,,65,black hole,6c+
부산 나비 바위,main1,"35.252751,129.067223",,,66,fly to the sky,"sit, 6c+"
부산 나비 바위,main1,"35.252751,129.067223",,,67,old man touched by blindness,7a
부산 나비 바위,main1,"35.252751,129.067223",,,68,sandpaper handjob,7a
부산 나비 바위,main1,"35.252751,129.067223",,,69,mudy mudy,7a+
부산 나비 바위,main1,"35.252751,129.067223",,,70,punch kick jam,7a+
부산 나비 바위,main1,"35.252751,129.067223",,,71,punch kick jam,7a+
부산 나비 바위,main1,"35.252751,129.067223",,,72,elastic crowley,7a+
부산 나비 바위,main1,"35.252751,129.067223",,,73,tracer,7a+
부산 나비 바위,main1,"35.252751,129.067223",,,74,sandpaper handjob,"extention, 7b"
부산 나비 바위,main1,"35.252751,129.067223",,,75,sandpaper extention,7b
부산 나비 바위,main1,"35.252751,129.067223",,,76,project(right of black hole),7b
부산 나비 바위,main1,"35.252751,129.067223",,,77,s wave,?
부산 나비 바위,main1,"35.252751,129.067223",,,78,diamond,?
부산 나비 바위,main1,"35.252751,129.067223",,,79,lip-out,"sit, ?"
부산 나비 바위,main1,"35.252751,129.067223",,,80,crazy horse,?
부산 나비 바위,main1,"35.252751,129.067223",,,81,fade to black,?
부산 나비 바위,main1,"35.252751,129.067223",,,82,finger smith,"sit, ?"
부산 나비 바위,main1,"35.252751,129.067223",,,83,mossy horn,?
부산 나비 바위,main1,"35.252751,129.067223",,,84,melancholic touck,?
부산 나비 바위,main1,"35.252751,129.067223",,,85,lip out,?
부산 나비 바위,main1,"35.252751,129.067223",,,86,sunny traverse,"left, ?"
부산 나비 바위,main1,"35.252751,129.067223",,,87,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,88,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,89,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,90,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,91,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,92,omphalos2,"sit, ?"
부산 나비 바위,main1,"35.252751,129.067223",,,93,unknown,?
부산 나비 바위,main1,"35.252751,129.067223",,,94,wave,?
부산 나비 바위,main2,"35.252751,129.067223",,,1,cheese hole,"strait, 4"
부산 나비 바위,main2,"35.252751,129.067223",,,2,black sheep,4
부산 나비 바위,main2,"35.252751,129.067223",,,3,true crap,6a
부산 나비 바위,main2,"35.252751,129.067223",,,4,cheese hole,"right,6a"
부산 나비 바위,main2,"35.252751,129.067223",,,5,pocket rocket,6a+
부산 나비 바위,main2,"35.252751,129.067223",,,6,never ending history right,6b
부산 나비 바위,main2,"35.252751,129.067223",,,7,trangling flash,6b
부산 나비 바위,main2,"35.252751,129.067223",,,8,never ending history left,6v+
부산 나비 바위,main2,"35.252751,129.067223",,,9,requem,7a+
부산 나비 바위,main2,"35.252751,129.067223",,,10,magic chalk,?
부산 나비 바위,main2,"35.252751,129.067223",,,11,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,12,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,13,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,14,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,15,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,16,unknown,?
부산 나비 바위,main2,"35.252751,129.067223",,,17,unknown,?
부산 나비 바위,wesley's line,"35.252751,129.067223",,,1,santa bob,7c+
부산 나비 바위,wesley's line,"35.252751,129.067223",,,2,wesley's line,?
부산 나비 바위,day walker,"35.252751,129.067223",,,1,monk,"direct, 3"
부산 나비 바위,day walker,"35.252751,129.067223",,,2,unknown cante,3+
부산 나비 바위,day walker,"35.252751,129.067223",,,3,monk traverse,4
부산 나비 바위,day walker,"35.252751,129.067223",,,4,unknown crack,4
부산 나비 바위,day walker,"35.252751,129.067223",,,5,monk crack,4+
부산 나비 바위,day walker,"35.252751,129.067223",,,6,멘붕 슬랩,5
부산 나비 바위,day walker,"35.252751,129.067223",,,7,baby puncher,6a
부산 나비 바위,day walker,"35.252751,129.067223",,,8,zen cut,6a+
부산 나비 바위,day walker,"35.252751,129.067223",,,9,unknown left arete sit,6a+
부산 나비 바위,day walker,"35.252751,129.067223",,,10,god's work,6a+
부산 나비 바위,day walker,"35.252751,129.067223",,,11,underground,6b
부산 나비 바위,day walker,"35.252751,129.067223",,,12,unknown(right face) sit,6b
부산 나비 바위,day walker,"35.252751,129.067223",,,13,twister monk sit,6b+
부산 나비 바위,day walker,"35.252751,129.067223",,,14,day walker,6c
부산 나비 바위,day walker,"35.252751,129.067223",,,15,pooster's schnooter,6c+
부산 나비 바위,day walker,"35.252751,129.067223",,,16,witness the weakness,6c+
부산 나비 바위,day walker,"35.252751,129.067223",,,17,project,?
부산 나비 바위,day walker,"35.252751,129.067223",,,18,simeone's ganna die,?
부산 나비 바위,day walker,"35.252751,129.067223",,,19,the world of god,?
부산 나비 바위,day walker,"35.252751,129.067223",,,20,brush,?
부산 나비 바위,day walker,"35.252751,129.067223",,,21,unknown slab(in front of zen),?
부산 나비 바위,day walker,"35.252751,129.067223",,,22,unknown,?
부산 나비 바위,day walker,"35.252751,129.067223",,,23,unknown pocket,?
부산 나비 바위,day walker,"35.252751,129.067223",,,24,god's work,"sit, ?"
부산 나비 바위,day walker,"35.252751,129.067223",,,25,unknown arete,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,1,unknown little crack,3
부산 나비 바위,rock slide,"35.252751,129.067223",,,2,unknown easy crack,3
부산 나비 바위,rock slide,"35.252751,129.067223",,,3,unknown slab,4+
부산 나비 바위,rock slide,"35.252751,129.067223",,,4,black square traverse,5
부산 나비 바위,rock slide,"35.252751,129.067223",,,5,black square right,6a
부산 나비 바위,rock slide,"35.252751,129.067223",,,6,korean jet set,6b
부산 나비 바위,rock slide,"35.252751,129.067223",,,7,routine traffic stop,6b+
부산 나비 바위,rock slide,"35.252751,129.067223",,,8,dingo,6c
부산 나비 바위,rock slide,"35.252751,129.067223",,,9,caritas,7b+
부산 나비 바위,rock slide,"35.252751,129.067223",,,10,black square center,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,11,unknown arete traverse,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,12,unknown1,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,13,unknown2,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,14,pocket monster strait,?
부산 나비 바위,rock slide,"35.252751,129.067223",,,15,pit of death,?
부산 나비 바위,not attached to sector,"35.252751,129.067223",,,1,arabian nights,6c
부산 나비 바위,not attached to sector,"35.252751,129.067223",,,2,ltalion stallion,6c+
부산 mulmanggol,left fall,"35.253259,129.078069",,,1,녹차,6a
부산 mulmanggol,left fall,"35.253259,129.078069",,,2,bowel full of gravy,?
부산 mulmanggol,left fall,"35.253259,129.078069",,,3,annoying christian propaganda,?
부산 mulmanggol,left fall,"35.253259,129.078069",,,4,me love you long time,?
부산 mulmanggol,left fall,"35.253259,129.078069",,,5,no name easy slab,3
부산 mulmanggol,left fall,"35.253259,129.078069",,,6,get over the fall,4+
부산 mulmanggol,quarry stone field,"35.253259,129.078069",,,1,no name hard traverse,?
부산 mulmanggol,overview,"35.253259,129.078069",,,1,no name,?
부산 dormitory(기숙사),overview,"35.236007,129.074121",,,1,grub hunting,6c+
부산 dormitory(기숙사),fucking pumpkin,"35.236007,129.074121",,,1,unknown,4
부산 dormitory(기숙사),fucking pumpkin,"35.236007,129.074121",,,2,pumpkin soup,6a+
부산 dormitory(기숙사),fucking pumpkin,"35.236007,129.074121",,,3,fucking pumpkin,7a
부산 dormitory(기숙사),fucking pumpkin,"35.236007,129.074121",,,4,unknown,?
부산 보광암,lonely breath,"35.231235,129.069936",,,1,lonely breath,6c+
부산 보광암,azelea,"35.231235,129.069936",,,1,hamberger traverse,4
부산 보광암,azelea,"35.231235,129.069936",,,2,nameless high ball,5
부산 보광암,azelea,"35.231235,129.069936",,,3,hamberger strait,6a+
부산 보광암,azelea,"35.231235,129.069936",,,4,azelea,6b
부산 금강공원,bush man,"35.222712,129.075126",,,1,용마루,6a+
부산 금강공원,bush man,"35.222712,129.075126",,,2,bush man,6c
부산 금강공원,바람의 언덕,"35.222712,129.075126",,,1,바람의 언덕,"left, 6a"
부산 금강공원,바람의 언덕,"35.222712,129.075126",,,2,바람이 언덕,"right, 6a+"
부산 금강공원,815,"35.222712,129.075126",,,1,815,?
부산 금강공원,사람인,"35.222712,129.075126",,,1,사람 인,?
부산 금강공원,탑돌이,"35.222712,129.075126",,,1,탑돌이,3
부산 금강공원,탑돌이,"35.222712,129.075126",,,2,빨간바지,4
부산 금강공원,탑돌이,"35.222712,129.075126",,,3,몽상,6a
부산 금강공원,red cross,"35.222712,129.075126",,,1,red cross,?
부산 금강공원,셀레바리,"35.222712,129.075126",,,1,셀레바리,6a+
부산 금강공원,셀레바리,"35.222712,129.075126",,,2,설레바리,"straight, 6a+"
부산 금강공원,자전거 탄 풍경,"35.222712,129.075126",,,1,천국의 계단,6a
부산 금강공원,자전거 탄 풍경,"35.222712,129.075126",,,2,자전거 탄 풍경,6a+
부산 금강공원,자전거 탄 풍경,"35.222712,129.075126",,,3,자전거 탄 풍경,"low, 6c+"
부산 금강공원,자전거 탄 풍경,"35.222712,129.075126",,,4,자전거 탄 풍경,"dorect, ?"
부산 금강공원,dead metaphore,"35.222712,129.075126",,,1,dead metaphore,6a
부산 금강공원,뿌리깊은 나무,"35.222712,129.075126",,,1,뿌리깊은 나무,4
부산 금강공원,soul mate,"35.222712,129.075126",,,1,soul mate,3
부산 금강공원,soul mate,"35.222712,129.075126",,,2,rose bird,4
부산 금강공원,가로본능,"35.222712,129.075126",,,1,가로본능,5
부산 금강공원,libido theory,"35.222712,129.075126",,,1,distroy or defeat,5
부산 금강공원,libido theory,"35.222712,129.075126",,,2,libido theory,6a
부산 금강공원,libido theory,"35.222712,129.075126",,,3,koi's law,6b
부산 금강공원,libido theory,"35.222712,129.075126",,,4,monento,6c
부산 금강공원,freeze,"35.222712,129.075126",,,1,zreeze,4
부산 금강공원,symbiosys,"35.222712,129.075126",,,1,symbiosys,5
부산 금강공원,under ground,"35.222712,129.075126",,,1,under ground,5
부산 금강공원,용마루,"35.222712,129.075126",,,1,벼슬,6a
부산 금강공원,용마루,"35.222712,129.075126",,,2,용마루,6a+
부산 금강공원,용마루,"35.222712,129.075126",,,3,fire on the rocks,6b+
부산 금강공원,검은 고양이,"35.222712,129.075126",,,1,검은고양이,6a
부산 금강공원,새내기,"35.222712,129.075126",,,1,새내기,3
부산 금강공원,종규야,"35.222712,129.075126",,,1,종규야,5
부산 금강공원,종규야,"35.222712,129.075126",,,2,red jk,5
부산 금강공원,sisyphu's rock,"35.222712,129.075126",,,1,sisyphu's rock,6a
부산 금강공원,sisyphu's rock,"35.222712,129.075126",,,2,spiritual guru,6b
부산 금강공원,sisyphu's rock,"35.222712,129.075126",,,3,sisyphu's rock,"sit, 7b+"
부산 금강공원,갯바위,"35.222712,129.075126",,,1,갯바위,3
부산 금강공원,갯바위,"35.222712,129.075126",,,2,숙취해소,4
부산 금강공원,낙타,"35.222712,129.075126",,,1,낙타,3
부산 금강공원,green crack,"35.222712,129.075126",,,1,green crack,?
부산 금강공원,그시기,"35.222712,129.075126",,,1,그시기,?
부산 금강공원,아리솔,"35.222712,129.075126",,,1,아리솔,7a+
부산 금강공원,아리솔,"35.222712,129.075126",,,2,아리솔,"sit, 7b"
부산 금강공원,ninja,"35.222712,129.075126",,,1,ninja left,3
부산 금강공원,ninja,"35.222712,129.075126",,,2,ninja left,5
부산 금강공원,ninja,"35.222712,129.075126",,,3,little ninja,6a
부산 금강공원,ninja,"35.222712,129.075126",,,4,ninja assassin tracerse,6b+
부산 금강공원,ninja,"35.222712,129.075126",,,5,ninja assassin strait,6c
부산 금강공원,ninja,"35.222712,129.075126",,,6,frozen break,6c
부산 금강공원,ninja,"35.222712,129.075126",,,7,싸울아비,?
부산 금강공원,옹달샘,"35.222712,129.075126",,,1,옹달샘,?
부산 금강공원,샘터 슬랩,"35.222712,129.075126",,,1,샘터 슬랩,?
부산 금강공원,샘터 슬랩,"35.222712,129.075126",,,2,little forest,?
부산 금강공원,데깔꼬마니,"35.222712,129.075126",,,1,데깔꼬마니,?
부산 금강공원,bridge,"35.222712,129.075126",,,1,bridge,?
부산 금강공원,삼각볼더,"35.222712,129.075126",,,1,gps213,?
부산 금강공원,대도,"35.222712,129.075126",,,1,대도,?
부산 금강공원,담쟁이,"35.222712,129.075126",,,1,담쟁이,?
부산 금강공원,entropy,"35.222712,129.075126",,,1,entropy,?
부산 금강공원,바야흐로,"35.222712,129.075126",,,1,바야흐로,"left, 3"
부산 금강공원,바야흐로,"35.222712,129.075126",,,2,바야흐로,"right, 4"
부산 금강공원,life of pie,"35.222712,129.075126",,,1,life of pie,?
부산 금강공원,키세스,"35.222712,129.075126",,,1,키세스,?
부산 금강공원,big man,"35.222712,129.075126",,,1,big man,?
부산 금강공원,spunge,"35.222712,129.075126",,,1,spunge,?
부산 금강공원,free hug,"35.222712,129.075126",,,1,free hug,?
